,Name: ,Position: ,Overall: ,College: ,Age: ,Experience: ,Height(inches): ,Weight(lbs): 
477,Rodney Johnson,fb,72,Georgetown,27,6,69,224
478,Alfred Hines,fb,77,Pittsburgh,27,6,72,230
479,Gary Edwards,fb,71,West Virginia,21,0,68,265
480,Jason Mudget,fb,73,Houston,26,5,71,260
481,Jose Palmer,fb,61,Southern Arkansas,30,9,70,207
482,William Wiliams,fb,61,California,30,9,68,215
483,Donald Macomber,fb,71,Nebraska,21,0,76,211
484,Matthew Madrid,fb,61,Iowa,21,0,73,229
485,Larry Cegielski,fb,70,Oklahoma,30,9,74,209
486,Robert Prill,fb,74,Rice,30,9,74,269
487,Clifford Congleton,fb,98,Maine,24,3,70,214
488,Alonzo Pollmann,fb,72,Cincinnati,27,6,78,253
489,Dudley Chandler,fb,65,Syracuse,24,3,74,267
490,Henry Rogers,fb,59,Auburn,26,5,76,262
491,Lynn Swain,fb,72,Texas Christian,29,8,76,273
492,Stephen Wilson,fb,58,Michigan State,28,7,67,235
493,Ronald Cole,fb,70,Vanderbilt,25,4,68,271
494,Jackie Bustillos,fb,60,Shepherd,27,6,79,200
495,John Schroeder,fb,62,Illinois,25,4,66,225
496,Marion Lacy,fb,82,Marquette,25,4,66,249
497,Clyde Roy,fb,70,Oklahoma State,25,4,71,243
498,Robert Hanna,fb,71,Appalachian State,28,7,66,265
499,Garrett Davies,fb,55,Texas Christian,21,0,66,233
500,Logan Ruiz,fb,65,Rice,24,3,66,219
501,Anthony Tracy,fb,67,South Carolina,29,8,75,270
502,Julian Lloyd,fb,70,Florida,25,4,75,266
503,Eugene Gilbert,fb,57,Stanford,24,3,74,219
504,Jacob Smith,fb,70,Miami (Ohio),24,3,76,201
505,James Rodriguez,fb,56,Colorado,27,6,71,218
506,Robert Montejano,fb,74,Columbia,25,4,79,228
507,Franklin Petersen,fb,68,Syracuse,24,3,68,241
508,John Hancock,fb,68,Baylor,26,5,79,212
509,Kevin Francois,fb,57,Connecticut,27,6,69,207
510,Raymond Schuchart,fb,75,Maryland,27,6,73,266
511,Stephen Southern,fb,61,Brockport State,22,1,80,211
512,Richard Keough,fb,69,Arkansas,31,10,76,215
513,John Brown,fb,66,Fort Lewis,27,6,74,233
514,Dennis Allen,fb,70,Detroit Mercy,22,1,78,212
515,Bruce Whitehead,fb,68,N.Y.U.,24,3,70,212
516,Darnell Turner,te,75,Holy Cross,22,1,79,259
517,Chad Atwater,te,60,Cornell,28,7,74,238
518,Robert Jones,te,56,Tennessee State,33,12,74,241
519,Jay Lunsford,te,77,Virginia Tech,25,4,80,232
520,Dennis House,te,62,Tennessee,23,2,71,215
521,James Pearce,te,68,Nebraska,24,3,73,241
522,Joseph Brown,te,63,Louisville,28,7,80,260
523,Ronnie Heil,te,69,Alabama,24,3,78,271
524,Ed Tickle,te,66,San Diego State,24,3,79,235
525,Ronnie Merrill,te,61,East Tennessee State,26,5,80,233
526,Richard Howell,te,65,Virginia Tech,23,2,72,259
527,Peter Cordero,te,77,Stephen F. Austin St.,27,6,72,219
528,Bradley Jones,te,71,Oklahoma,23,2,74,213
529,James Cox,te,68,Pittsburgh,28,7,71,269
530,Joseph Clark,te,69,LSU,25,4,79,220
531,Brian Brown,te,96,Notre Dame,29,8,70,224
532,Ronald Welch,te,73,Arizona State,28,7,74,274
533,Efrain Morrison,te,72,Otterbein,21,0,71,226
534,James Moore,te,98,Florida A&M,29,8,71,217
535,Clifford Ivy,te,87,Utah State,32,11,78,220
536,Agustin Friedt,te,86,Georgia,23,2,73,204
537,Joseph Lomboy,te,59,Catawba,24,3,78,206
538,Christopher Nardella,te,79,Murray State,21,0,79,229
539,Ryan Wang,te,55,Mississippi,24,3,72,266
540,Freddy Lopez,te,59,Texas-El Paso,22,1,78,220
541,George Kimber,te,64,Wisconsin,27,6,73,245
542,Bruce Pederson,te,75,Texas Christian,28,7,76,246
543,Wade Pascanik,te,61,Kentucky,26,5,78,266
544,Jeffrey Mccann,te,72,Texas A&M,22,1,76,259
545,Scott Sosa,te,97,Nevada,25,4,78,226
546,James Feauto,te,71,Baylor,27,6,73,218
547,Michael Green,te,74,Wabash,31,10,73,274
548,Bryan Tijerina,te,92,Mississippi,28,7,72,226
549,William Arnold,te,81,Northern Illinois,24,3,73,265
550,Randy Caldwell,te,71,California (PA),26,5,77,256
551,Robert Dang,te,69,Texas Tech,25,4,77,256
552,Matthew Biros,te,73,Pittsburgh,24,3,76,229
553,Brady Campbell,te,60,Rutgers,25,4,80,225
554,Gerald Hagler,te,75,Springfield,23,2,70,249
555,Rory Leonard,te,69,Texas A&M - Kingsville,21,0,74,269
556,Roy Obrien,te,66,Detroit Mercy,22,1,71,248
557,Abraham Hernandez,te,63,Penn State,21,0,80,257
558,John Rosario,te,97,Pittsburg State,27,6,79,207
559,David Adams,te,63,Villanova,21,0,70,201
560,Gilbert Carter,te,72,West Virginia,23,2,72,211
561,Robert Whitaker,te,72,No College,24,3,78,211
562,Jeffrey Richard,te,74,Southern Mississippi,28,7,73,268
563,Kyle Leblanc,te,98,Jackson State,24,3,77,213
564,Manuel Kirk,te,57,Mississippi Valley State,26,5,71,227
565,Marion Dukes,te,96,California,23,2,80,262
566,Michael Miller,te,72,William & Mary,27,6,70,256
567,Charley Lassiter,te,74,USC,25,4,72,251
568,Daniel Taylor,te,61,North Texas,29,8,70,219
569,Matthew Risher,te,73,Penn State,24,3,80,239
570,Nicholas Martinez,te,95,Michigan State,25,4,80,215
571,David Hicks,te,73,Nevada-Las Vegas,28,7,76,249
572,Javier Ellis,te,62,Florida,21,0,76,225
573,Kenneth Keefe,te,84,Rice,27,6,74,230
574,Terry Hamby,te,87,USC,29,8,78,240
575,Timothy Baker,te,61,Vanderbilt,21,0,72,236
576,Ken Chrostowski,te,70,Georgia Tech,25,4,76,258
577,Marlin George,te,85,Pittsburgh,22,1,76,233
578,William Wilson,te,61,Tennessee,29,8,75,262
579,Bryan Olson,te,60,Auburn,27,6,74,215
580,Harold Barnwell,te,70,Oklahoma State,27,6,75,267
581,Woodrow Jones,te,84,Montana,25,4,75,222
582,Frank Garcia,te,72,Ohio State,21,0,70,228
583,Frank Larios,te,65,Clemson,30,9,72,211
584,Stephen Walker,te,69,Virginia Union,26,5,79,247
585,Keith Mcneill,te,93,Colorado,29,8,75,255
586,Carlos Tucker,te,67,Grambling State,23,2,77,220
587,Charles Mitchell,te,56,Hibbing CC MN,30,9,72,203
588,Andrew Matthews,te,69,Arizona,22,1,80,241
589,Arthur Delong,te,66,Alabama,25,4,78,265
590,Wayne Luer,te,67,Compton CC CA,30,9,75,270
591,Joseph Haage,te,71,Fordham,26,5,76,202
592,Ralph Mccaleb,te,55,Minnesota,23,2,79,232
593,William Barrow,te,68,Bowling Green State,22,1,76,263
594,Stephen Sebastian,te,70,Southeastern Louisiana,29,8,78,222
595,Brian Marshall,te,59,Texas-El Paso,27,6,77,203
596,David Richardson,te,73,Nevada-Las Vegas,27,6,77,262
597,Roy Muscarella,te,82,Michigan State,23,2,78,211
598,Michael Blue,te,91,Central Florida,21,0,78,214
599,Simon Schubbe,te,70,Colorado,26,5,71,264
600,James Rourke,te,67,North Carolina A&T,24,3,73,213
601,Michael Joyce,te,56,USC,24,3,76,200
602,Keith Jones,te,74,Texas,25,4,73,238
603,Oscar Pizarro,te,59,Ohio State,30,9,80,230
604,Michael Martinson,te,74,Missouri Valley,27,6,78,217
605,Gary Jones,te,75,Auburn,26,5,74,208
606,Andy Muddaththir,te,72,USC,26,5,71,214
607,Leonard Sligar,te,82,Auburn,26,5,77,206
608,Steve Anderson,te,56,Oklahoma State,21,0,71,211
609,Kim Brown,te,60,Alabama,24,3,75,236
610,Brian Williamson,te,75,No College,21,0,70,275
611,Thomas Redding,te,62,Texas Christian,21,0,71,208
612,Roy Esposito,te,82,Clemson,27,6,80,272
613,Russell Richardson,te,67,Washington,32,11,78,262
614,James Henninger,te,84,Ohio State,21,0,76,211
615,Shawn Burke,te,62,Oregon State,27,6,79,258
616,Eric Higgins,te,65,Syracuse,31,10,74,217
617,George Montalvo,te,61,Oregon,23,2,73,248
618,Rudolph Bolek,te,58,Northwestern,21,0,75,208
619,Rodney Calloway,te,59,Oregon,31,10,74,209
620,David Dean,te,75,Auburn,26,5,80,273
621,Jermaine Holcomb,te,96,Missouri,25,4,80,256
622,Ernesto Arango,te,73,Oregon State,24,3,77,263
623,Jamie Kozakiewicz,te,75,Grambling State,31,10,74,273
624,Sang Palen,te,63,Southern Methodist,26,5,77,252
625,Matthew Davis,te,63,Miami (Fla.),22,1,74,268
626,Charles Rangel,te,60,Ohio State,28,7,71,232
627,Joshua Schley,te,65,Oregon,22,1,70,204
628,Gary Lee,te,62,San Jose State,23,2,80,210
629,Stanley Ramsay,te,70,Brigham Young,24,3,75,232
630,Jose Savage,te,56,Rice,28,7,74,200
631,Mark Hook,te,69,Hawaii,26,5,76,234
632,Wesley Harris,te,94,South Carolina,24,3,79,265
633,Rodney Rand,te,57,Virginia Union,23,2,78,254
634,John Sas,te,75,Tennessee,29,8,77,249
635,Jerry Buford,te,64,San Jose State,31,10,78,271
636,John Bergeron,te,56,Nebraska,23,2,74,213
637,Howard Ortega,te,62,Mississippi,23,2,75,272
638,Ali Beamon,te,73,Troy,26,5,77,218
639,Ernest Scott,te,82,Clemson,25,4,76,257
640,Brain Moore,te,70,Arizona,29,8,72,218
641,David Jarvis,te,71,North Carolina State,26,5,70,262
642,Daniel Pistilli,te,56,Florida Atlantic,29,8,80,206
643,Doug Moody,te,74,North Alabama,21,0,75,207
644,Willis Woodward,te,56,Illinois State,22,1,78,216
645,Joe Rautio,te,63,Clemson,27,6,70,203
646,John Byrd,te,74,Jackson State,30,9,80,206
647,Cedric Lewis,te,86,Brown,31,10,79,206
648,Gregory Young,te,65,Wofford,31,10,71,245
649,Levi Salinas,te,63,Maryland,23,2,71,270
650,Scott Anthony,te,64,Miami (Fla.),22,1,72,222
651,Jose Polanco,te,69,Tulane,22,1,74,273
652,Christopher Covington,te,87,Texas A&M,28,7,80,214
653,Richard Edwards,te,56,Texas,25,4,77,259
654,Jefferey Patterson,te,69,Oklahoma,30,9,71,220
655,Christopher Boynton,te,72,Ohio State,28,7,79,241
656,Christopher Busch,te,75,Idaho State,28,7,76,244
657,Robert Spencer,te,83,Toledo,30,9,77,211
658,Domingo Orr,te,62,Illinois,27,6,73,268
659,Donald Robinson,te,62,Illinois State,21,0,72,206
660,Randy Knoy,te,58,South Carolina,25,4,73,263
661,Scott Toney,te,63,Northwestern,22,1,76,254
662,Leon Abnet,te,65,Duke,34,13,80,241
663,Wayne Orahood,te,58,Furman,25,4,72,241
664,Raymond Chapman,te,60,Colorado,29,8,79,258
665,William Kelley,te,63,Mississippi,21,0,80,212
666,Aaron Sloan,te,67,Harding,21,0,73,239
667,Brian Haber,te,55,Clemson,30,9,80,251
668,Quincy Mckinley,te,57,Alabama,26,5,70,210
669,Vernon Daw,te,71,California,21,0,77,235
670,August Hulsizer,te,69,West Virginia,26,5,79,254
671,Troy Cowan,te,57,Cornell,23,2,75,212
672,Mario Stjacques,te,78,Virginia Tech,28,7,73,228
673,Danny Fink,te,67,Maine,26,5,71,247
674,Christopher Howard,te,66,Oklahoma,25,4,76,259
675,Charles Love,te,70,Maryland,28,7,78,270
676,Francis Gill,te,55,Western Illinois,26,5,77,206
677,Justin Dizon,te,66,Stanford,23,2,75,226
678,Anthony Ulrich,te,73,Utah,21,0,76,260
679,Karl Barker,te,84,Montana,24,3,74,238
680,Alvin Gonzalez,te,85,Wisconsin,24,3,80,272
681,David Dombeck,te,96,Florida State,21,0,79,206
682,Kyle Dulin,te,69,Idaho,26,5,80,267
683,Jarrod Trajillo,te,59,Nebraska,22,1,79,203
684,Joseph Flint,te,98,Hawaii,26,5,79,274
685,Tony Oloughlin,te,73,Richmond,25,4,76,256
686,Pedro Wood,te,91,Colorado State,22,1,72,205
687,Joseph Myrick,te,60,Oregon State,26,5,70,227
688,Kenneth Lassiter,te,62,USC,22,1,80,220
689,Steve Holderman,te,68,North Carolina State,27,6,76,249
690,Fletcher Clark,te,72,Florida,24,3,79,234
691,William Florence,te,88,Clemson,27,6,74,204
692,Justin Sundermeyer,te,71,Northwestern State-Louisiana,29,8,72,255
693,Lee Page,te,70,No College,21,0,76,235
694,Micheal Salvas,te,75,Miami (Fla.),28,7,70,200
695,Brandon Neider,te,89,Weber State,27,6,75,251
696,Calvin Aguilar,te,83,Tennessee,22,1,75,269
697,Eugene Johnson,te,77,Iowa State,23,2,72,208
698,Travis Steele,te,55,East Carolina,23,2,73,271
699,Fred Parkhurst,te,71,No College,26,5,70,250
700,Frank Cunningham,te,56,Boston College,27,6,79,216
701,Scott Flores,te,65,Michigan State,25,4,75,207
702,David Fowler,te,57,Purdue,26,5,70,217
703,Philip Cox,te,83,Arkansas,27,6,74,209
704,Marc Crockett,te,65,USC,21,0,79,271
705,Richard Thomas,te,66,No College,25,4,78,263
706,Darryl Sibert,te,64,Texas,23,2,72,212
707,Emanuel Gonzales,te,91,Wisconsin,29,8,70,257
708,Louis Hamilton,te,62,Stanford,29,8,72,221
709,James Small,te,63,Southern Methodist,25,4,72,223
710,Bryan Jackson,te,70,Ohio State,31,10,71,256
711,Joel Price,te,57,Vanderbilt,27,6,70,222
712,Stefan Williams,te,57,Auburn,25,4,78,249
713,Jason Lane,te,63,Colorado State,26,5,73,263
714,Lorenzo Smith,te,94,Washington State,27,6,75,228
715,Douglas Christensen,te,75,Texas A&M,23,2,71,263
716,William Gutierrez,te,68,USC,21,0,74,274
717,Derek Rossman,te,77,Tulane,29,8,72,205
718,Timothy Canales,te,62,Nebraska-Omaha,21,0,75,218
719,Ronald Perez,te,71,Arkansas State,24,3,76,202
720,Thomas Park,te,57,Catholic,31,10,76,220
721,Albert Brown,te,81,Miami (Fla.),29,8,78,224
722,Lawrence Black,te,64,Syracuse,28,7,70,245
723,Jeremy Brewster,te,70,Georgia,29,8,78,208
724,Joseph Seamon,te,63,Notre Dame,29,8,71,234
725,James Brown,te,56,Miami (Fla.),23,2,73,262
726,Miguel Greig,te,62,Arizona State,23,2,70,260
727,Clayton Brightwell,te,73,Ohio State,28,7,75,240
728,Eugene Sheppard,te,58,Hawaii,25,4,80,246
729,Richard Soto,te,77,Army,24,3,78,236
730,Paul Panning,te,84,Missouri,23,2,72,208
731,Joe Ward,te,71,LSU,22,1,76,228
732,William Page,te,76,Colorado State,28,7,72,267
733,Jacob Henson,te,74,East Carolina,24,3,76,206
734,Michael Morales,te,85,Texas,25,4,80,249
735,Robert Leigland,te,60,Oklahoma,27,6,74,234
736,Robert Conner,te,64,Marquette,24,3,73,271
737,Todd Neal,te,90,Minnesota State,26,5,75,272
738,Donald Callaway,te,86,Nebraska,24,3,79,267
739,Isidro Sherman,te,75,Weber State,23,2,71,271
740,Terrance Cowles,te,59,West Virginia,23,2,75,232
741,Mark Burress,te,69,West Texas A&M,26,5,75,217
742,Richard Butler,te,59,Syracuse,27,6,76,233
743,Mike Sinn,te,67,Texas-Arlington,29,8,77,273
744,Calvin Costanzo,te,63,Auburn,23,2,80,225
745,Stephen Flemming,te,73,Oregon,29,8,72,243
746,Clyde Trinidad,te,92,Texas Tech,33,12,77,211
747,Gary Vogel,te,88,Abilene Christian,22,1,79,268
748,Herbert Thomas,te,65,Northwestern Oklahoma State,25,4,80,227
749,George Hornsby,te,57,Florida,25,4,75,217
750,Tim Moore,te,56,Michigan,29,8,80,264
751,Luis Skinner,te,55,Christian Brothers (MO),24,3,74,267
752,Eddie Phillips,te,62,Utah,21,0,79,204
753,Thomas Coller,te,64,James Madison,29,8,78,264
754,Pedro Alston,te,64,Indiana,29,8,80,265
755,Seymour Torres,te,66,Baylor,25,4,75,209
756,Kelly Merz,te,70,Wyoming,23,2,80,205
757,Joseph Rangel,te,93,Harvard,27,6,74,252
758,Mark Barnard,te,66,Maryland,32,11,80,214
759,David Warfield,te,59,Wyoming,25,4,77,269
760,Edward Tobar,te,95,Pennsylvania,31,10,73,224
761,Matthew Hanson,te,59,Maryland,30,9,78,209
762,Augustine Davis,te,73,Pittsburgh,24,3,80,253
763,Ignacio Hedrick,te,74,Rhodes,26,5,74,214
764,Russell Sorrells,te,70,Georgia Tech,26,5,78,209
765,Scott Archibald,te,67,Ohio State,24,3,77,242
766,John Levandowski,te,60,Penn State,21,0,73,269
767,Justin Peterson,te,73,Rutgers,24,3,72,228
768,John Wilson,te,73,Texas,28,7,73,236
769,Ron Mcgee,te,58,Stanford,32,11,70,203
770,Michael Robertson,te,69,Auburn,25,4,77,224
771,William Haney,te,66,Loyola (Balt.),29,8,72,248
772,Irving Ouellette,te,61,Northern Iowa,22,1,75,262
773,Robert Johnson,te,72,Georgia,26,5,71,243
774,Jonathan Sosa,te,55,Morris Brown,23,2,73,272
775,Eric Prospero,te,77,Utah,21,0,77,241
776,John Vinson,te,86,Clarion,23,2,70,229
777,Sean Hermann,te,65,Penn State,25,4,71,232
778,Douglas Pruitt,te,70,Santa Clara,29,8,70,272
779,Henry Nunnery,te,70,Livingstone,29,8,75,236
780,Bruce Rivers,te,85,Pittsburgh,26,5,79,212
781,David Martinez,te,71,Temple,27,6,71,262
782,Donald Alexander,te,93,Villanova,21,0,74,269
783,Jason Mcgahey,te,66,Utah State,24,3,74,267
784,Kirk Morell,te,65,Washington,21,0,79,234
785,Franklyn Heredia,te,65,Cincinnati,27,6,73,240
786,Owen Nicholson,te,61,Washington,22,1,73,228
787,Robert Woods,te,69,Arizona State,25,4,79,227
788,Abraham Jessee,te,60,Northern Iowa,26,5,80,212
789,Owen Snyder,te,64,Washington State,26,5,78,265
790,Charles Chandler,te,57,North Carolina State,26,5,80,250
791,David Rigaud,te,55,Marshall,24,3,74,218
792,Quentin Hockman,te,67,Eastern New Mexico,26,5,71,269
793,George Hill,te,70,Florida State,30,9,72,204
794,Anthony Erickson,te,62,LSU,25,4,80,238
795,Curtis West,te,63,California,23,2,72,227
796,Stephen Redd,te,75,West Virginia,27,6,74,253
797,Oscar Reed,te,58,Cal State-Chico,27,6,74,217
798,Glen Green,te,78,Houston,30,9,74,205
799,Harold Marroquin,te,71,Wisconsin,26,5,72,245
800,Mark Garza,te,72,Florida State,32,11,76,254
801,Scott Coffland,te,59,Oregon,23,2,70,234
802,Lorenzo Lopez,wr,78,Southern Utah,21,0,77,237
803,Marcel Hisle,wr,93,Nebraska,27,6,72,225
804,Benjamin Cureton,wr,69,Penn State,27,6,73,233
805,Brian Roney,wr,61,Notre Dame,24,3,70,215
806,Matthew Bock,wr,88,Michigan State,23,2,70,268
807,John Mcpherson,wr,55,Washington State,23,2,72,210
808,Richard Griffith,wr,58,Lehigh,21,0,80,251
809,James Ferrin,wr,64,UCLA,25,4,78,233
810,Robert Shears,wr,95,Temple,22,1,79,259
811,Delmer Pryor,wr,70,Texas Tech,26,5,75,258
812,William Oneill,wr,75,Niagara,21,0,80,254
813,James Goris,wr,75,Texas Tech,23,2,79,229
814,David Benson,wr,75,Northwestern,26,5,77,245
815,Timothy Mccoy,wr,70,North Carolina,26,5,72,202
816,Gordon Layne,wr,67,Elmhurst,21,0,71,205
817,Charles Maddox,wr,67,Michigan State,28,7,74,216
818,Charles Neally,wr,74,No College,24,3,80,211
819,Guy Jameson,wr,58,Montana,21,0,70,209
820,Maurice Mann,wr,63,Florida State,30,9,72,206
821,Tyler Smith,wr,86,UCLA,24,3,78,230
822,Jeff Chou,wr,60,Texas Tech,29,8,75,253
823,Richard Ross,wr,70,Wyoming,23,2,74,231
824,James Alcala,wr,84,Massachusetts,25,4,80,217
825,Michael Guadian,wr,85,Tarleton State,27,6,71,256
826,Louis Khoury,wr,60,Syracuse,22,1,73,244
827,Warren Sheehan,wr,63,Nebraska,24,3,70,273
828,Hiram Reid,wr,82,Carson-Newman,24,3,70,271
829,Michael Navarra,wr,61,Chicago,25,4,79,203
830,Timothy Debnam,wr,55,Arizona,27,6,72,250
831,Ian Slater,wr,61,Notre Dame,26,5,71,250
832,Ronald Smith,wr,62,Maryland,26,5,76,273
833,Timothy Berry,wr,90,Bowling Green State,27,6,75,220
834,Mathew Engelken,wr,76,Waynesburg,25,4,73,219
835,Arthur Federico,wr,58,Minnesota-Duluth,24,3,71,232
836,David Andrzejewski,wr,75,Southern University,30,9,73,209
837,Louis Pigford,wr,55,North Carolina,29,8,75,253
838,Thomas Lucero,wr,85,Ferris State,23,2,73,257
839,Francisco Marinelli,wr,98,Nevada,29,8,76,268
840,Christopher Frederick,wr,62,Texas A&M,30,9,71,239
841,Joshua Mccracken,wr,71,Georgia,22,1,78,253
842,Patrick Perkins,wr,97,UCLA,23,2,77,226
843,Fredrick Packard,wr,78,Notre Dame,32,11,76,258
844,Philip Vigil,wr,66,Texas-El Paso,24,3,76,274
845,Howard Hinkle,wr,72,Trinity (Ill.),26,5,77,242
846,Johnie Schwartz,wr,62,Auburn,25,4,78,213
847,Christopher Brown,wr,68,Wisconsin,30,9,80,261
848,David Griffin,wr,59,Louisiana-Lafayette,27,6,75,212
849,Scott Mcnamara,wr,55,Boise State,21,0,78,202
850,Winston Brashear,wr,58,Purdue,23,2,73,242
851,Stephen Brooks,wr,73,Nevada,29,8,74,227
852,Benjamin Weston,wr,69,Lamar,27,6,80,245
853,Martin Hager,wr,71,Houston,22,1,71,239
854,Ernest Davis,wr,55,Florida State,28,7,78,242
855,Colby Guerin,wr,59,Oklahoma State,26,5,74,223
856,Floyd Diaz,wr,88,Illinois,24,3,75,210
857,Herbert Foster,wr,56,West Virginia,24,3,72,227
858,Nicholas Franklin,wr,57,California,24,3,78,249
859,Tommie Wells,wr,61,St. Mary's (CA),28,7,71,217
860,Stephen Barrios,wr,67,William & Mary,22,1,78,250
861,Francisco Brown,wr,84,Penn State,27,6,71,270
862,John Lockett,wr,64,Northern Colorado,28,7,71,250
863,Kelly Beasley,wr,92,Nevada,26,5,72,259
864,Scott Bischoff,wr,74,Oklahoma,25,4,75,248
865,David Smith,wr,74,Notre Dame,21,0,76,245
866,Jeff Cal,wr,62,Northwest Missouri State,22,1,80,272
867,William Melancon,wr,80,Missouri,27,6,74,273
868,Jack Tingley,wr,62,Nebraska,28,7,80,245
869,David Bell,wr,80,Grambling State,26,5,80,214
870,Christopher Mcginnis,wr,57,East Tennessee State,30,9,77,273
871,Terrence Martinez,wr,66,Michigan State,25,4,71,210
872,Daniel Rivera,wr,61,USC,27,6,76,215
873,Robert Pargo,wr,62,Boston College,25,4,73,209
874,Ted Mcneil,wr,72,Southern Methodist,24,3,77,242
875,Anthony Rebick,wr,73,Oregon,23,2,77,243
876,Mark Moskowitz,wr,68,Oklahoma State,30,9,73,273
877,George Swope,wr,62,Alabama,22,1,76,205
878,Richard Vidal,wr,61,Washington,26,5,80,263
879,Lewis Blizzard,wr,61,Boston College,21,0,70,265
880,Frederick Friedman,wr,71,Grambling State,27,6,78,224
881,Douglas Saugis,wr,90,Western State (Colo.),21,0,80,239
882,Enrique Carter,wr,57,Western Michigan,27,6,80,228
883,Jose Grullon,wr,65,Regina (Canada),26,5,73,234
884,Mathew Nagy,wr,66,Michigan,30,9,72,274
885,Paul Falk,wr,80,Holy Cross,24,3,76,205
886,Daniel Hoyle,wr,60,Bucknell,28,7,76,250
887,Warren Powell,wr,56,Waynesburg,21,0,72,239
888,Chris Bracero,wr,61,Eastern Kentucky,28,7,75,258
889,Donald Hernandez,wr,62,Hawaii,31,10,72,201
890,Ronald Gioe,wr,66,Cincinnati,25,4,71,257
891,William Wheeler,wr,57,West Virginia,24,3,74,234
892,Kevin Hunter,wr,66,California,29,8,73,271
893,William Cox,wr,73,New Mexico,28,7,71,247
894,Norman Fritz,wr,57,Oregon,31,10,80,234
895,Israel Archie,wr,75,Baylor,26,5,78,230
896,Jack Raines,wr,63,Syracuse,27,6,70,263
897,George Hunter,wr,97,Maine,23,2,76,240
898,Earl Cruise,wr,74,Texas A&M,21,0,74,234
899,Joseph Marta,wr,57,Ball State,29,8,80,219
900,Bobby Schmidt,wr,82,Oklahoma,23,2,80,261
901,Charles Burchette,wr,70,South Florida,26,5,77,240
902,Timmy Holloway,wr,68,Illinois,24,3,73,264
903,Gerardo Smith,wr,83,UCLA,26,5,76,231
904,Craig Mallard,wr,58,LSU,21,0,74,210
905,Peter Johnson,wr,56,Georgia Southern,25,4,78,267
906,Brain Lynch,wr,66,Villanova,27,6,72,263
907,Brock Buck,wr,87,Western Kentucky,29,8,76,202
908,Benny Rosol,wr,64,Boston College,24,3,72,210
909,Thomas Haw,wr,61,Purdue,27,6,80,256
910,Kyle Evans,wr,70,Northwestern,30,9,78,254
911,Richard Petty,wr,68,Georgia,21,0,75,206
912,John Wigfall,wr,82,Colorado,28,7,72,267
913,Rodney Davis,wr,55,North Carolina,24,3,73,238
914,Drew Hills,wr,72,North Texas,24,3,80,263
915,Morris Jacobson,wr,66,Texas A&M,29,8,73,210
916,John Alvarado,wr,75,Minnesota State,29,8,70,266
917,Seth Kho,wr,62,Alabama,27,6,75,244
918,Clyde Hoover,wr,56,Brown,21,0,72,256
919,Jeremy Sobel,wr,62,Purdue,24,3,78,226
920,Thomas Jones,wr,74,Florida,27,6,71,219
921,Brian Lowell,wr,64,Tulsa,25,4,77,235
922,Tony Dobkin,wr,69,UCLA,22,1,74,253
923,Robert Sharpe,wr,59,Florida,28,7,73,237
924,Jack Wigley,wr,73,Oregon,28,7,74,225
925,Jason Sowers,wr,60,Grand Valley State,24,3,71,248
926,John Allee,wr,67,Northwestern,26,5,76,210
927,James Hernandez,wr,73,Cal State-Northridge,23,2,71,249
928,James Laliberte,wr,56,Ohio State,28,7,75,255
929,Jason Franco,wr,72,LSU,27,6,73,272
930,Robert Cobb,wr,59,McNeese State,24,3,70,232
931,Robert Balowski,wr,60,Purdue,29,8,75,214
932,Norman Duplessis,wr,75,UCLA,24,3,78,239
933,Harry Carroll,wr,57,North Dakota State,26,5,70,211
